"id","sid","2015-10-08 00:00:00","2015-10-08 00:10:00","2015-10-08 00:20:00","2015-10-08 00:30:00","2015-10-08 00:40:00","2015-10-08 00:50:00","2015-10-08 01:00:00","2015-10-08 01:10:00","2015-10-08 01:20:00","2015-10-08 01:30:00","2015-10-08 01:40:00","2015-10-08 01:50:00","2015-10-08 02:00:00","2015-10-08 02:10:00","2015-10-08 02:20:00","2015-10-08 02:30:00","2015-10-08 02:40:00","2015-10-08 02:50:00","2015-10-08 03:00:00","2015-10-08 03:10:00","2015-10-08 03:20:00","2015-10-08 03:30:00","2015-10-08 03:40:00","2015-10-08 03:50:00","2015-10-08 04:00:00","2015-10-08 04:10:00","2015-10-08 04:20:00","2015-10-08 04:30:00","2015-10-08 04:40:00","2015-10-08 04:50:00","2015-10-08 05:00:00","2015-10-08 05:10:00","2015-10-08 05:20:00","2015-10-08 05:30:00","2015-10-08 05:40:00","2015-10-08 05:50:00","2015-10-08 06:00:00","2015-10-08 06:10:00","2015-10-08 06:20:00","2015-10-08 06:30:00","2015-10-08 06:40:00","2015-10-08 06:50:00","2015-10-08 07:00:00","2015-10-08 07:10:00","2015-10-08 07:20:00","2015-10-08 07:30:00","2015-10-08 07:40:00","2015-10-08 07:50:00","2015-10-08 08:00:00","2015-10-08 08:10:00","2015-10-08 08:20:00","2015-10-08 08:30:00","2015-10-08 08:40:00","2015-10-08 08:50:00","2015-10-08 09:00:00","2015-10-08 09:10:00","2015-10-08 09:20:00","2015-10-08 09:30:00","2015-10-08 09:40:00","2015-10-08 09:50:00","2015-10-08 10:00:00","2015-10-08 10:10:00","2015-10-08 10:20:00","2015-10-08 10:30:00","2015-10-08 10:40:00","2015-10-08 10:50:00","2015-10-08 11:00:00","2015-10-08 11:10:00","2015-10-08 11:20:00","2015-10-08 11:30:00","2015-10-08 11:40:00","2015-10-08 11:50:00","2015-10-08 12:00:00","2015-10-08 12:10:00","2015-10-08 12:20:00","2015-10-08 12:30:00","2015-10-08 12:40:00","2015-10-08 12:50:00","2015-10-08 13:00:00","2015-10-08 13:10:00","2015-10-08 13:20:00","2015-10-08 13:30:00","2015-10-08 13:40:00","2015-10-08 13:50:00","2015-10-08 14:00:00","2015-10-08 14:10:00","2015-10-08 14:20:00","2015-10-08 14:30:00","2015-10-08 14:40:00","2015-10-08 14:50:00","2015-10-08 15:00:00","2015-10-08 15:10:00","2015-10-08 15:20:00","2015-10-08 15:30:00","2015-10-08 15:40:00","2015-10-08 15:50:00","2015-10-08 16:00:00","2015-10-08 16:10:00","2015-10-08 16:20:00","2015-10-08 16:30:00","2015-10-08 16:40:00","2015-10-08 16:50:00","2015-10-08 17:00:00","2015-10-08 17:10:00","2015-10-08 17:20:00","2015-10-08 17:30:00","2015-10-08 17:40:00","2015-10-08 17:50:00","2015-10-08 18:00:00","2015-10-08 18:10:00","2015-10-08 18:20:00","2015-10-08 18:30:00","2015-10-08 18:40:00","2015-10-08 18:50:00","2015-10-08 19:00:00","2015-10-08 19:10:00","2015-10-08 19:20:00","2015-10-08 19:30:00","2015-10-08 19:40:00","2015-10-08 19:50:00","2015-10-08 20:00:00","2015-10-08 20:10:00","2015-10-08 20:20:00","2015-10-08 20:30:00","2015-10-08 20:40:00","2015-10-08 20:50:00","2015-10-08 21:00:00","2015-10-08 21:10:00","2015-10-08 21:20:00","2015-10-08 21:30:00","2015-10-08 21:40:00","2015-10-08 21:50:00","2015-10-08 22:00:00","2015-10-08 22:10:00","2015-10-08 22:20:00","2015-10-08 22:30:00","2015-10-08 22:40:00","2015-10-08 22:50:00","2015-10-08 23:00:00","2015-10-08 23:10:00","2015-10-08 23:20:00","2015-10-08 23:30:00","2015-10-08 23:40:00","2015-10-08 23:50:00","2015-10-09 00:00:00"
"157",384,10,11,11,12,12,12,10,9,10,10,10,12,11,11,12,13,13,13,13,14,14,14,10,9,9,9,9,9,9,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,9,9,10,10,11,12,11,11,11,8,7,8,7,5,4,4,6,4,3,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,5,5,7,8,9,9,11,11,14,14,15,14,18,18,18,20,21
"158",385,2,0,1,0,1,0,0,1,1,1,1,2,1,2,2,0,1,0,0,0,0,1,0,1,1,0,0,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,0,0,1,1,0,0,2,1,0,0,0,0,2,2,1,1,3,2,0,0,3,5,4,4,3,5,4,8,7,9,9,10,10,10,10,9,10,10,10,9,10,12,13,12,12,13,12,14,12,12,11,12,12,12,11,9,8,9,13,15,15,15,15,15,15,15,15,14,12,15,16,17,15,19,17,14,8,2,0,0,0,1,1,3
"159",386,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,3,2,2,1,3,7,11,10,16,23,26,26,26,29,32,34,36,35,36,34,33,33,33,33,30,32,32,30,31,31,27,25,25,24,24,26,27,27,26,26,27,27,25,24,25,24,22,23,22,22,21,20,19,17,15,12,10,8,7,7,9,11,12,9,7,7,5,3,3,3,3,3,1,0
"160",387,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,4,4,6,5,6,5,4,5,5,5,5,6,9,5,4,5,6,9,10,11,12,17,19,23,23,24,23,21,24,22,21,19,19,19,19,22,23,23,24,17,16,14,14,10,9,7,11,12,12,11,8,6,6,10,10,6,6,5,4,2,1,1,1,1,7,7,7,6,5,6,3,5,6,4,1,7,0,1,2,4,3,5,4,2,0,1
"161",388,5,3,4,3,0,1,2,0,1,1,1,0,0,1,1,1,1,1,1,1,2,2,2,4,5,4,3,3,3,3,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,4,4,2,3,2,0,1,1,6,10,12,18,26,34,34,33,33,33,33,32,32,33,33,33,33,33,33,29,28,27,30,33,32,32,33,30,32,33,35,34,31,30,29,30,27,29,31,31,29,27,25,24,22,19,22,21,18,17,13,14,13,13,8,9,3,0,0,2,1,2,2,1,1,4,6,6
"162",389,27,27,27,27,27,26,27,27,27,26,26,25,24,25,25,25,25,26,26,26,26,27,26,26,26,26,26,26,26,26,26,26,26,26,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,25,25,24,24,23,22,23,22,20,19,18,18,15,15,15,14,13,11,11,12,11,11,11,11,10,10,10,8,8,8,9,9,9,10,9,8,9,9,10,11,10,10,16,17,17,17,16,13,9,10,9,8,8,7,7,8,9,9,8,8,8,7,7,5,4,5,6,7,6,6,5,7,7,7,7,7,8,8
"163",390,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,5,8,10,12,15,17,20,18,19,20,21,21,21,21,21,22,22,22,21,21,22,22,22,22,21,21,22,23,23,22,21,21,21,23,22,21,21,21,20,20,20,20,20,20,20,21,20,20,19,18,18,18,15,15,15,11,10,10,11,10,7,5,5,5,5,5,5,5,5,5
"164",391,18,15,15,15,14,14,15,14,13,10,10,10,11,9,9,9,8,7,7,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,6,5,4,5,3,3,3,2,2,1,1,1,2,2,3,3,3,4,2,2,3,3,4,3,2,1,2,2,2,2,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,6,7,6,5,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,1,5,5,7,5
"165",392,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,6,6,6,9,11,13,13,16,19,19,20,18,20,20,18,19,19,21,21,24,24,25,25,25,26,28,28,25,25,25,23,23,23,23,25,23,27,24,24,24,23,21,21,29,28,29,29,27,28,29,29,29,30,30,28,26,26,21,19,18,18,18,18,17,17,16,14,16,13,15,17,16,14,13,13,13,14
"166",393,24,28,29,30,30,30,30,30,29,30,31,31,30,31,31,31,30,31,31,31,31,30,31,31,31,31,31,31,31,31,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,30,30,30,30,30,30,30,31,30,30,30,28,27,26,24,20,16,14,3,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,2,2,1,1,0,0,0,2,0,0,1,1,1,0,0,1,1,1,3,2,2,1,2,2,1,1,1,3,3,2,1,1,1,1,2,2,2,8,11,15,18,22,25,25,25,26,30,31
"167",394,30,31,31,31,31,30,29,29,27,29,28,28,28,27,28,30,31,31,31,31,31,31,31,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,29,29,29,29,29,28,28,28,27,27,27,27,27,25,25,25,24,23,21,18,17,18,16,11,5,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,2,4,9,10,8,8,9,6,7,6,7,6,4,7,9,8,9,12,11,14,12,14,18,19,24,25,27,27,28
"168",395,19,19,19,19,19,19,22,22,22,23,24,24,24,24,24,22,22,22,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,23,23,23,23,23,22,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,22,22,21,20,18,17,16,15,14,14,14,14,14,13,12,13,13,13,12,13,14,13,13,14,14,14,14,14,14,14,14,14,14,14,14,15,16,16,16,16,16,16,18,18,18,18,18,17,17,17,17,17,17,17,17,18,20,21,21,21,23,22,23,23,22,26,28,28,28,29,29,29,28,28
"169",396,14,15,15,16,15,15,14,14,14,14,14,14,14,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,16,16,15,15,12,13,13,13,12,13,13,13,12,10,10,10,9,8,8,8,8,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,6,6,6,7,7,7,8,8,8,9,9,8,7,7,7,7,7,7,8,9,9,9,10,11,13,15,15,14,15,15,16
"170",397,7,7,7,8,10,10,10,10,10,11,12,12,12,12,12,12,11,11,10,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,9,9,10,10,10,10,9,7,8,8,7,7,6,7,6,6,5,4,4,5,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,3,3,2,1,0,0,1,0,0,1,1,0,0,0,0,1,2,3,3,4,6
"171",398,17,17,17,18,18,19,20,21,10,10,11,13,13,12,12,12,12,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,16,15,14,14,14,14,13,13,13,13,13,12,11,10,9,7,8,8,8,5,5,5,5,5,5,6,4,4,4,4,3,3,3,3,2,2,2,2,3,2,2,2,2,2,3,3,3,3,3,2,2,2,3,4,5,5,5,5,5,6,6,6,6,7,10,11,12,16,15,15,18,18,18
"172",399,1,1,11,13,13,13,14,14,13,13,14,15,16,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,14,14,13,13,13,14,14,14,13,12,12,12,12,12,12,12,12,12,12,9,9,8,6,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,4,3,3,3,5,10,10,11,13,15,15,15,16,16,16,14,14,14,13,13,13,12,12,12,11,11,12,12,9,9,6,6,6,6,5
"173",400,10,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,12,12,12,11,9,7,7,7,8,8,9,8,5,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,8,13,13,13,14,14,14,12,12,12,11,11,10,10,9,8,6,5,6,5,4,5,6,7,8,7,8,11,11,12,13,12,11,11,12,12
"174",401,31,33,34,34,34,34,34,35,36,37,40,38,36,37,37,37,37,40,41,41,39,37,39,39,39,35,35,35,37,37,36,38,38,38,38,38,38,37,37,37,37,37,37,36,36,36,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,33,33,32,32,32,32,32,30,30,28,28,25,21,16,13,9,1,2,1,1,1,2,1,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,3,1,2,1,0,1,0,1,1,2,1,1,0,0,0,1,2,3,3,5,1,0,0,0,4,4,10,10,11,11,14,10,8,7,9,10,13,14,11,9,12,14,18,18,22
"175",402,1,0,2,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,8,10,12,9,9,8,10,9,15,16,17,19,24,26,30,40,40,40,40,39,40,40,39,40,40,39,39,38,40,39,40,40,36,40,39,39,40,36,40,39,40,36,39,37,33,31,29,28,29,32,31,30,21,20,19,18,17,19,19,20,21,23,19,18,15,12,10,9,4,2,0,1,0,2,0,1,2,1,1,0,0,0
"176",403,29,29,28,26,29,29,29,29,28,28,28,27,28,29,28,29,28,29,29,29,28,27,25,25,24,23,23,21,20,20,20,21,21,21,23,23,23,24,24,24,24,25,25,26,26,26,26,25,25,25,25,25,25,25,25,25,24,24,23,23,23,23,23,22,22,22,22,22,22,21,20,19,19,19,20,23,20,18,12,10,6,3,1,0,0,1,0,3,4,0,0,0,1,19,23,23,22,20,20,16,14,16,12,14,15,16,16,15,16,17,18,17,16,18,16,17,17,21,26,27,24,26,26,25,23,23,21,24,26,25,30,29,30,30,30,30,29,30,30,30,30,30,29,30,30
"177",405,34,33,33,35,35,36,38,36,36,38,37,36,36,36,34,34,33,30,29,29,30,32,31,29,27,27,27,27,28,29,29,29,29,29,29,28,28,28,28,27,27,27,27,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,26,26,26,26,26,27,26,25,22,21,20,19,15,14,13,11,12,8,11,9,10,9,11,12,15,13,15,12,11,9,8,5,3,3,4,6,6,5,5,7,8,5,13,11,15,14,11,12,10,12,13,16,18,16,14,16,21,22,26,25,28,25,21,22,14,13,13,11,8,10,10,8,12,9,10,11,10,7,10,8,13,12,8,10,14,13,17
"178",406,11,11,14,15,16,16,16,14,14,13,15,15,15,15,15,15,15,15,15,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,12,10,9,5,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,6,6,6,6,6,6,5,5,5,4,4,4,4,4,5,4,4,4,3,3,3,3,3,3,5,6,5,4,7,6,6,6,6,6,6,7,8,11,10,10,10,10,10
"179",408,19,19,19,17,16,17,16,18,19,19,19,20,20,20,19,21,21,23,23,23,23,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,20,20,20,18,18,17,16,16,16,14,11,11,10,8,8,8,8,7,5,5,4,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,2,3,4,3,1,2,3,1,0,0,1,1,1,1,0,0,1,1,1,3,3,5,9,9,10,9,9,9,8,11,11,10,10,13,14,14
"180",409,8,8,8,8,10,12,12,12,12,12,13,13,13,13,12,12,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,13,12,11,11,11,12,12,12,12,11,9,9,9,9,9,9,9,9,9,9,10,8,8,9,9,7,7,7,7,7,8,7,7,7,6,6,5,5,6,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,10,10,10,10,11,12,12,13,13,13,14,16,17
"181",410,29,32,32,33,33,31,32,32,33,33,32,31,33,33,31,33,33,33,33,33,33,33,33,33,33,32,32,33,33,32,32,32,31,30,30,29,29,29,29,29,29,30,30,30,30,30,30,30,30,30,30,30,29,29,28,28,28,28,28,28,28,27,27,26,24,24,23,20,20,17,14,14,12,5,5,2,1,0,0,0,0,2,1,1,1,0,3,1,0,2,4,4,1,0,3,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,2,2,1,2,3,2,1,3,2,1,2,1,1,3,4,6,10,10,12,13,10,13,15,13,15,17,17,18,21,26,28,28
"182",411,5,5,7,9,11,14,14,15,15,15,19,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,14,14,14,14,14,14,13,13,14,14,14,14,14,14,14,14,14,14,14,15,15,14,14,14,14,14,12,10,8,7,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,2,1,2,2,2,2,2,2,2,3,5,5,6,6,6,8,9,10,11,11,10,10,10
"183",412,15,17,18,19,17,17,17,16,18,18,18,18,18,18,18,17,17,16,17,17,17,17,17,17,17,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,20,21,19,20,21,20,20,19,21,22,21,20,20,21,17,14,13,12,7,7,11,12,13,12,11,11,11,11,9,7,6,6,7,7,8,8,8,8,9,11,9,11,13,14,14,13,13,13,12,13,11,13,13,13,14,13,13,12,13,13,12,13,12,12,13,12,14,12,12,9,10,10,10,8,9,11,10,10,12
"184",414,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,5,5,5,5,7,7,9,10,13,16,19,24,21,19,23,21,22,22,22,21,20,23,23,23,23,22,22,22,22,22,22,22,22,22,23,22,22,21,20,20,20,22,22,23,22,22,23,22,21,21,20,20,19,18,17,15,15,14,14,14,13,9,11,10,7,6,6,5,6,6
"185",415,0,0,2,1,0,0,0,0,1,1,0,0,1,2,4,5,5,4,5,5,5,5,4,5,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3,4,4,4,4,4,5,5,5,5,14,26,32,30,33,34,34,33,34,38,38,39,38,39,39,39,38,39,39,36,36,36,37,39,39,39,39,38,38,39,39,39,39,38,38,35,33,31,32,32,32,33,34,32,30,31,36,36,37,37,37,36,38,38,39,39,38,40,38,39,39,39,39,38,39,40,15,9,4,2
"186",416,8,8,8,6,5,5,5,5,5,5,7,6,6,7,7,9,9,7,7,8,8,8,8,8,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,3,3,3,3,3,3,2,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,0,1,0,1,1,1,1,1,1,1,0,0,1,3,3,3,4,4,4,5,6,5,5,6,6,6,6,9,10,9,9,9,9
"187",417,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,2,1,2,1,1,1,4,4,6,6,5,5,6,6,6,4,4,4,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,5,6,6,6,6,6,8,7,9,9,7,6,5,3,5,4,0,0,2,7,6,10,11,14,8,2,1,0,1,4,5,9,9,8,8,8,10,12,12,12,13,14,13,11,13,14,14,15,16,14,13,11,12,12,11,9,10,8,9,8,5,10,11,9,9,10,10,10,9,15,19,20,19,18,14,14,11,7,5,6,4,1,1,0,0,0,0,1
"188",418,0,0,0,0,0,0,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,2,2,1,1,0,2,3,4,5,5,5,7,7,8,9,10,11,11,11,9,7,7,7,7,7,7,7,6,6,6,6,7,7,7,7,7,8,8,8,8,8,8,8,9,9,9,9,9,9,8,9,9,9,9,8,8,7,8,8,9,8,8,7,7,8,9,8,8,8,9
"189",419,12,12,13,14,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,18,18,19,16,18,18,17,17,17,16,15,14,11,10,10,9,9,9,9,9,7,6,6,6,5,4,4,4,4,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,3,3,3,3,3,2,0,0,0,2,3,2,2,2,2,2,2
"190",420,9,10,11,11,11,10,11,11,11,10,10,10,10,9,12,12,13,14,14,14,15,16,16,16,16,15,15,14,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,12,12,12,12,11,10,10,10,7,6,6,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,6,5,5,5,5,5,4,4,4,4,4,4,4,4,5,6,5,5,5,4,4,4,4,4,3,3,3,4,4,4,3,5,5,6,7,7,7,8,10,12,12,9,10,10,10,10
"191",421,3,3,3,3,4,4,5,7,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,8,7,7,6,5,4,3,3,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,3,7,14,15,16,16,16,16
"192",422,9,8,6,6,5,6,7,7,7,7,6,5,4,4,4,4,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,4,4,6,6,8,7,8,8,7,9,7,8,7,5,1,0,0,1,0,1,1,0,1,2,2,2,2,4,5,3,3,3,3,3,4,4,4,3,2,2,2,2,2,1,1,2,1,1,1,3,3,4,3,3,4,4,6,6,4,5,6,5,5,3,2,1,3,0,1,0,1,4,6,9,10,11,9,8,6,5,4,3,2,1
"193",423,1,1,1,1,0,4,3,3,3,4,3,6,5,6,7,7,9,8,7,6,6,6,5,2,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,2,0,3,2,2,2,1,2,3,1,0,0,1,2,1,3,1,1,0,0,0,0,0,0,0,1,2,2,2,1,3,3,1,1,1,1,1,0,1,0,0,2,3,0,0,0,1,0,0,1,1,2,3,4
"194",426,7,2,2,0,1,1,2,3,2,2,2,2,4,3,6,6,3,3,1,1,2,2,2,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,2,2,1,1,1,1,1,1,4,8,9,10,5,5,6,4,11,16,19,23,28,30,30,26,27,29,29,28,29,26,27,26,25,25,27,29,28,28,28,28,29,28,27,25,24,25,28,24,25,24,25,25,29,29,28,28,28,26,23,26,22,21,21,21,23,25,25,20,22,21,26,27,27,27,26,27,26,25,10,2,0,0,3,8,3,1,6,5,2,5
"195",427,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,0,1,0,1,4,4,7,9,12,20,23,25,28,30,31,32,31,32,33,33,33,32,31,31,29,28,28,28,28,28,27,26,26,26,28,28,30,30,30,31,31,32,32,30,31,30,30,30,30,26,25,26,26,26,24,24,24,24,16,14,11,6,1,7,4,3,0,2,1,1,1,0,0,0,0,0
"196",428,26,26,26,26,26,24,24,26,25,26,26,26,25,25,27,26,26,27,27,27,26,27,27,26,27,27,27,27,27,27,27,27,27,27,27,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,25,23,22,22,21,20,18,19,18,17,16,16,14,14,9,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,3,2,2,2,1,3,0,0,0,1,0,0,1,1,1,2,2,2,3,4,2,1,3,2,2,2,1,1,1,2,3,7,5,6,6,5,8,9,8,8,13,16,23,26,26,26,26,26,26,26,25,27,26,27
"197",430,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,3,6,9,9,14,18,21,20,22,23,23,26,26,26,26,26,26,26,26,26,26,25,22,22,20,20,22,20,21,21,22,22,23,23,23,23,24,23,22,22,24,25,24,25,25,24,24,25,25,24,23,22,22,22,23,23,23,21,21,19,12,13,12,11,12,13,12,15,16,18,17,18
